movieId,title,releaseYear,genre,rating,duration,directorId,actorIds
1323,Movie 1323,2005,Fantasy,6.9,136,339,"318,1133"
1324,Movie 1324,2006,Sci-Fi,6.7,179,836,"1992,87,254,758,929"
1325,Movie 1325,2005,Horror,5.0,169,931,"72,1778,1812"
1326,Movie 1326,1986,Sci-Fi,6.0,178,67,"1827,810"
1327,Movie 1327,1959,Action,5.2,172,166,"922,490,1788"
1328,Movie 1328,1955,Comedy,7.2,175,586,"16,1343"
1329,Movie 1329,2013,Sci-Fi,6.7,121,678,"259,882,1191,244"
1330,Movie 1330,2019,Action,5.3,88,558,"1386,1529"
1331,Movie 1331,1977,Sci-Fi,4.5,168,634,"334,491"
1332,Movie 1332,1994,Crime,5.5,109,455,"1140,986,1508"
1333,Movie 1333,1996,Crime,4.9,131,433,"1576,68"
1334,Movie 1334,2014,Thriller,6.1,87,605,"1021,245,340,972"
1335,Movie 1335,1991,Comedy,6.0,97,454,"642,771"
1336,Movie 1336,1959,Comedy,5.0,188,461,"1924,234,1387,1698"
1337,Movie 1337,2004,Comedy,7.1,148,907,"1126,22,1578,1645,1346"
1338,Movie 1338,2018,Action,7.4,88,175,"1342,1723,1237,1921,1916"
1339,Movie 1339,2022,Romance,6.9,113,470,"232,431,1542,1593"
1340,Movie 1340,2021,Horror,6.7,192,527,"1400,133,921"
1341,Movie 1341,1979,Horror,6.6,88,439,"1800,1265,1050,370"
1342,Movie 1342,1988,Action,8.5,196,562,"1833,1482,1290,1178"
1343,Movie 1343,1981,Comedy,6.3,181,613,"1400,1575"
1344,Movie 1344,1962,Sci-Fi,4.5,178,63,"486,1543,1901,1049,423"
1345,Movie 1345,2000,Action,6.3,199,582,"382,606,1071"
1346,Movie 1346,1968,Fantasy,8.7,150,466,"1067,1304,1905,527"
1347,Movie 1347,2006,Fantasy,8.1,114,242,"730,1300"
1348,Movie 1348,1979,Adventure,9.1,191,694,"65,1511"
1349,Movie 1349,1951,Fantasy,5.5,189,962,"1072,1958"
1350,Movie 1350,1997,Horror,7.8,145,976,"856,1741,1844,712"
1351,Movie 1351,1953,Romance,4.6,108,137,"328,1653,584,1543"
1352,Movie 1352,1968,Comedy,4.5,181,921,"1410,191,193,309,1815"
1353,Movie 1353,2023,Horror,7.9,143,848,"1983,1965"
1354,Movie 1354,1964,Drama,6.8,169,218,"707,606,90,222,5"
1355,Movie 1355,2009,Horror,9.4,86,58,"1977,738,931"
1356,Movie 1356,1980,Adventure,8.7,156,848,"168,145,1798,373,692"
1357,Movie 1357,1965,Sci-Fi,7.3,82,305,"1155,129"
1358,Movie 1358,1981,Thriller,9.9,132,10,"685,979,1981"
1359,Movie 1359,2015,Sci-Fi,6.5,142,759,"1042,42,1134,17"
1360,Movie 1360,1985,Horror,7.7,107,616,"804,1111,1862"
1361,Movie 1361,1987,Fantasy,6.4,138,632,"1563,734,478"
1362,Movie 1362,1957,Thriller,9.1,165,594,"1713,1258,714,1907,1111"
1363,Movie 1363,2007,Action,4.8,193,419,"1040,164,782,863,1080"
1364,Movie 1364,2008,Comedy,6.7,183,508,"145,828,1233,1305"
1365,Movie 1365,1965,Crime,5.3,148,348,"476,663,1637,1454,873"
1366,Movie 1366,1965,Adventure,4.7,91,38,"1099,1549,1573,499,274"
1367,Movie 1367,1952,Thriller,8.4,110,641,"600,109,737"
1368,Movie 1368,1984,Drama,4.9,84,337,"435,162,1188"
1369,Movie 1369,1956,Thriller,8.9,108,565,"657,1994,478"
1370,Movie 1370,2005,Horror,5.1,143,90,"912,221,1915,1449,1656"
1371,Movie 1371,1980,Sci-Fi,5.3,160,968,"845,523,3,463"
1372,Movie 1372,1974,Romance,6.6,88,877,"938,401,493,1417"
1373,Movie 1373,1993,Comedy,9.3,117,264,"1683,313,221,572,314"
1374,Movie 1374,2019,Fantasy,8.9,145,758,"1636,1990,299"
1375,Movie 1375,1968,Action,9.0,87,104,"304,1349,796,1147"
1376,Movie 1376,1997,Romance,9.5,118,690,"1634,1026,71"
1377,Movie 1377,1954,Sci-Fi,6.1,81,122,"675,473"
1378,Movie 1378,1950,Fantasy,4.3,104,684,"1983,770,1068,600"
1379,Movie 1379,2021,Thriller,4.0,100,570,"1137,415"
1380,Movie 1380,2009,Drama,7.4,200,507,"1335,934,355,1746"
1381,Movie 1381,1960,Adventure,7.9,193,889,"292,1277"
1382,Movie 1382,1961,Romance,6.6,164,405,"1978,734,1457,1741"
1383,Movie 1383,2024,Thriller,9.0,129,241,"450,1413,410,1328"
1384,Movie 1384,1956,Action,4.4,152,212,"346,1456,1554"
1385,Movie 1385,1956,Fantasy,5.6,105,327,"936,738,928,1672"
1386,Movie 1386,1951,Comedy,5.5,107,339,"386,1683"
1387,Movie 1387,2013,Adventure,4.7,153,114,"1971,302,1697"
1388,Movie 1388,1977,Adventure,6.9,106,412,"1026,1715"
1389,Movie 1389,1970,Sci-Fi,6.5,193,3,"1972,1669,1677,32"
1390,Movie 1390,2019,Crime,4.2,147,282,"36,958"
1391,Movie 1391,1968,Action,8.3,94,367,"411,1292"
1392,Movie 1392,2023,Thriller,5.5,115,718,"175,1457,788,1719,678"
1393,Movie 1393,1964,Drama,4.7,179,266,"1975,707,1967,31"
1394,Movie 1394,2024,Adventure,6.1,199,527,"160,1744,1036"
1395,Movie 1395,1985,Sci-Fi,6.2,106,40,"688,1174"
1396,Movie 1396,1984,Horror,5.6,166,369,"1785,403"
1397,Movie 1397,2016,Romance,8.9,165,427,"1863,1592,572"
1398,Movie 1398,1980,Horror,5.1,99,72,"1769,24,142"
1399,Movie 1399,1962,Fantasy,8.3,185,670,"1077,1376,599,1454"
1400,Movie 1400,1967,Horror,4.2,170,812,"1596,71,273"
1401,Movie 1401,2014,Drama,4.4,84,501,"969,617,422,1948,968"
1402,Movie 1402,1986,Comedy,7.1,101,842,"1854,35"
1403,Movie 1403,1967,Drama,7.8,180,784,"1229,1656,1585,158,1535"
1404,Movie 1404,1978,Sci-Fi,4.2,179,995,"1496,884,1897,1423"
1405,Movie 1405,1950,Sci-Fi,8.0,182,759,"1658,1836"
1406,Movie 1406,1999,Comedy,8.4,97,289,"681,391"
1407,Movie 1407,1994,Thriller,4.3,186,703,"1795,794,83"
1408,Movie 1408,2016,Thriller,6.5,183,876,"1703,1879,1979,656"
1409,Movie 1409,1971,Romance,8.6,166,528,"281,1176,1895,1041,1673"
1410,Movie 1410,1991,Romance,9.5,93,242,"398,1291"
1411,Movie 1411,1960,Action,4.8,147,687,"663,143"
1412,Movie 1412,1996,Adventure,9.0,153,445,"1105,57"
1413,Movie 1413,1990,Crime,4.1,94,96,"931,1315,1194,1502,226"
1414,Movie 1414,1971,Drama,9.0,199,427,"4,634"
1415,Movie 1415,2001,Adventure,4.0,103,573,"163,1325,593,494,692"
1416,Movie 1416,1994,Comedy,8.0,152,620,"1778,589"
1417,Movie 1417,2013,Romance,9.2,131,372,"785,986,120"
1418,Movie 1418,2002,Drama,5.3,182,14,"1535,1570,22,722"
1419,Movie 1419,2001,Drama,7.3,183,783,"1421,1246,1789"
1420,Movie 1420,2013,Comedy,6.8,149,694,"1227,33,1720,1078,718"
1421,Movie 1421,2006,Adventure,9.2,188,669,"282,1938,1934"
1422,Movie 1422,2015,Comedy,9.4,88,923,"745,1947,377,1664,1318"
1423,Movie 1423,1962,Horror,6.9,99,159,"1708,1862"
1424,Movie 1424,1984,Thriller,6.7,188,519,"847,533,1692"
1425,Movie 1425,2008,Comedy,4.5,90,707,"696,291,1075,1701,1137"
1426,Movie 1426,1966,Thriller,6.9,130,755,"1296,1713,1336,758,12"
1427,Movie 1427,1973,Romance,9.9,125,458,"1501,475"
1428,Movie 1428,2022,Fantasy,8.4,198,429,"616,1367"
1429,Movie 1429,1951,Romance,9.7,92,665,"1802,1565,1218"
1430,Movie 1430,1988,Adventure,5.6,182,604,"903,1621"
1431,Movie 1431,2019,Romance,8.8,170,211,"477,1575,1385,111"
1432,Movie 1432,2017,Sci-Fi,6.6,120,71,"127,1277,761"
1433,Movie 1433,2023,Romance,4.6,148,473,"667,1852,400,1010"
1434,Movie 1434,1971,Crime,5.4,137,646,"1309,807"
1435,Movie 1435,2000,Crime,8.7,138,567,"1651,1318"
1436,Movie 1436,1958,Fantasy,5.9,80,542,"715,474,299,40,486"
1437,Movie 1437,1988,Sci-Fi,6.4,194,661,"920,747,148,1361"
1438,Movie 1438,1993,Adventure,7.9,155,202,"1804,190"
1439,Movie 1439,2013,Drama,6.4,185,746,"147,1617,1989,866"
1440,Movie 1440,2019,Comedy,8.1,169,93,"538,1687,84,92,1408"
1441,Movie 1441,2006,Sci-Fi,6.6,161,800,"508,355"
1442,Movie 1442,1996,Horror,9.5,181,676,"607,793,1014"
1443,Movie 1443,1986,Thriller,4.5,157,358,"1985,1836"
1444,Movie 1444,1976,Horror,8.5,135,719,"217,34"
1445,Movie 1445,2019,Thriller,9.9,113,274,"393,1724,465,127,473"
1446,Movie 1446,1950,Adventure,9.7,120,376,"268,1134,1173,1642"
1447,Movie 1447,2000,Sci-Fi,4.5,166,496,"1,1097,1913,225"
1448,Movie 1448,1980,Drama,8.9,80,170,"1676,634"
1449,Movie 1449,1997,Fantasy,6.5,191,824,"632,1148,408,193"
1450,Movie 1450,1972,Action,7.5,158,225,"1495,334,1132"
1451,Movie 1451,2017,Thriller,5.6,180,120,"1946,1321,1643,430"
1452,Movie 1452,1986,Drama,7.9,104,335,"897,1218,1681"
1453,Movie 1453,1969,Action,4.9,133,293,"875,782,1742,1870"
1454,Movie 1454,1960,Adventure,4.4,156,199,"147,1662,582,299,332"
1455,Movie 1455,1964,Adventure,4.5,111,656,"1441,1493,1193,1972,362"
1456,Movie 1456,1966,Romance,6.6,135,249,"1870,1909"
1457,Movie 1457,1995,Comedy,5.7,118,461,"1168,921,1096"
1458,Movie 1458,1982,Romance,9.0,130,457,"1673,1100,1987"
1459,Movie 1459,2014,Sci-Fi,7.9,108,578,"874,1621"
1460,Movie 1460,2018,Action,6.7,172,14,"566,700,1259,1038,1321"
1461,Movie 1461,2002,Comedy,6.9,89,567,"1623,535"
1462,Movie 1462,2006,Horror,4.9,134,193,"711,1357"
1463,Movie 1463,1975,Drama,9.7,126,32,"1003,755"
1464,Movie 1464,1999,Crime,5.9,93,973,"429,325,37,1464,1905"
1465,Movie 1465,1957,Sci-Fi,4.8,199,278,"1725,735"
1466,Movie 1466,2020,Comedy,4.7,164,829,"383,1230"
1467,Movie 1467,1981,Thriller,9.9,92,196,"1483,1799,1635"
1468,Movie 1468,2022,Romance,8.2,171,64,"1027,1,1033,68"
1469,Movie 1469,1998,Thriller,7.2,160,752,"1852,1850,487,806,1160"
1470,Movie 1470,2010,Drama,6.8,132,635,"1745,44,152"
1471,Movie 1471,1971,Adventure,5.1,118,949,"512,1591"
1472,Movie 1472,1988,Thriller,8.9,159,982,"169,587,1740,345"
1473,Movie 1473,1961,Crime,6.3,118,713,"1784,169,6,329"
1474,Movie 1474,2012,Drama,5.0,197,468,"1140,210,1572,1986,367"
1475,Movie 1475,2004,Action,8.8,173,843,"4,1013"
1476,Movie 1476,2006,Crime,7.5,144,947,"702,1534"
1477,Movie 1477,2013,Action,5.8,173,772,"1129,282,1162,1366,63"
1478,Movie 1478,1965,Action,8.2,132,717,"1044,1444"
1479,Movie 1479,1973,Sci-Fi,9.7,158,707,"1147,984"
1480,Movie 1480,1965,Action,6.4,184,744,"1460,241"
1481,Movie 1481,1990,Drama,6.5,180,56,"251,1513,733,1244,716"
1482,Movie 1482,2017,Drama,6.9,94,182,"1173,1394,1498,1701"
1483,Movie 1483,1961,Adventure,8.9,90,891,"1539,1196,1265"
1484,Movie 1484,2009,Sci-Fi,7.9,124,643,"1255,1899,840,930"
1485,Movie 1485,2008,Comedy,8.6,171,33,"781,248,773"
1486,Movie 1486,1954,Romance,6.5,177,31,"1498,60,1113,775,1610"
1487,Movie 1487,1989,Adventure,6.8,126,886,"592,1814,1405,1417"
1488,Movie 1488,2019,Adventure,6.9,178,317,"261,1497,307,1261"
1489,Movie 1489,1993,Horror,9.0,165,424,"1043,747,1063,1601"
1490,Movie 1490,2012,Thriller,10.0,83,723,"599,663,512,1442"
1491,Movie 1491,1999,Comedy,9.1,143,190,"1290,194,138,515,950"
1492,Movie 1492,2021,Fantasy,6.0,166,849,"1603,1774"
1493,Movie 1493,2002,Drama,4.4,95,372,"476,207,148,1148"
1494,Movie 1494,1974,Crime,6.1,82,707,"1943,1099,1392,1508"
1495,Movie 1495,1969,Sci-Fi,5.1,200,475,"1425,89,1204,1271,89"
1496,Movie 1496,1960,Horror,5.0,147,692,"76,856"
1497,Movie 1497,1961,Crime,8.5,118,51,"1658,469"
1498,Movie 1498,2009,Thriller,4.4,161,52,"1245,1288,1000,67,936"
1499,Movie 1499,1955,Adventure,4.9,125,885,"1378,1865"
1500,Movie 1500,1998,Drama,4.2,120,263,"1825,1946,1010"
1501,Movie 1501,1978,Comedy,4.9,151,206,"709,1252,645"
1502,Movie 1502,1989,Thriller,8.9,134,373,"266,1128"
1503,Movie 1503,1985,Fantasy,4.5,144,370,"1765,982,1376,13"
1504,Movie 1504,1996,Horror,5.6,172,290,"529,453,1349,32,340"
1505,Movie 1505,1984,Thriller,8.1,100,635,"1536,1804"
1506,Movie 1506,2019,Drama,9.5,99,261,"1350,1352,1106"
1507,Movie 1507,1960,Romance,5.5,162,482,"485,12,1339"
1508,Movie 1508,1978,Fantasy,9.5,164,560,"1515,1151,1886,305,188"
1509,Movie 1509,2017,Thriller,4.9,192,984,"915,1904,629"
1510,Movie 1510,1952,Fantasy,4.1,141,543,"1425,303,77,359,1560"
1511,Movie 1511,2004,Crime,5.1,139,118,"1176,173"
1512,Movie 1512,1970,Crime,7.6,138,578,"1652,1702"
1513,Movie 1513,2004,Adventure,5.1,155,80,"12,1527,1427,1848"
1514,Movie 1514,1954,Crime,5.7,189,240,"606,1906"
1515,Movie 1515,1950,Drama,8.9,112,490,"631,377"
1516,Movie 1516,2000,Fantasy,7.7,160,157,"624,1655,992,628"
1517,Movie 1517,1973,Crime,4.7,145,611,"1605,1386"
1518,Movie 1518,2017,Fantasy,9.2,173,214,"309,726"
1519,Movie 1519,2014,Adventure,7.1,123,609,"1812,1566"
1520,Movie 1520,1971,Comedy,9.5,157,276,"1312,1498,861,1398"
1521,Movie 1521,2022,Comedy,5.9,141,379,"422,981"
1522,Movie 1522,1978,Adventure,6.2,145,522,"944,804,1924,562,911"
1523,Movie 1523,2014,Drama,4.3,165,430,"99,1664,490,1493,4"
1524,Movie 1524,2012,Drama,8.5,199,380,"364,1661,1298"
1525,Movie 1525,1972,Thriller,7.1,136,492,"609,646,415,955,480"
1526,Movie 1526,1996,Romance,5.2,113,835,"874,819,1682"
1527,Movie 1527,1950,Fantasy,8.0,131,201,"1524,1498"
1528,Movie 1528,1978,Thriller,7.6,137,421,"1270,956,587"
1529,Movie 1529,1960,Comedy,7.7,132,677,"1071,1876,1440"
1530,Movie 1530,1971,Drama,6.0,132,423,"231,1698,1787,1348"
1531,Movie 1531,2012,Romance,7.8,87,196,"648,1165,412,1110"
1532,Movie 1532,2001,Horror,6.7,87,214,"1491,1647,333,201"
1533,Movie 1533,1973,Horror,6.2,96,788,"585,1371"
1534,Movie 1534,2018,Adventure,4.4,94,707,"1221,1132,1712,1979,1509"
1535,Movie 1535,1994,Crime,9.7,136,930,"1852,107,722,28,1643"
1536,Movie 1536,2006,Crime,6.4,125,28,"1157,1956,1683,391,931"
1537,Movie 1537,2021,Drama,8.8,166,801,"636,1983,592,985,685"
1538,Movie 1538,1995,Action,5.4,133,933,"1098,595,1338,45,1085"
1539,Movie 1539,1961,Sci-Fi,8.0,168,851,"1601,127,1594,825,1517"
1540,Movie 1540,2023,Comedy,7.8,188,140,"7,770,693"
1541,Movie 1541,1974,Romance,7.3,191,872,"1394,322"
1542,Movie 1542,1958,Sci-Fi,4.2,121,689,"745,1631,1328,917"
1543,Movie 1543,1962,Thriller,9.3,191,440,"1409,1337,8,986,1928"
1544,Movie 1544,1953,Crime,9.3,140,757,"1025,523"
1545,Movie 1545,1973,Romance,8.7,99,467,"632,621,230"
1546,Movie 1546,1962,Sci-Fi,6.6,101,66,"761,1359"
1547,Movie 1547,2022,Drama,5.3,189,644,"694,831,1010,1230,335"
1548,Movie 1548,1954,Drama,9.6,177,687,"1192,971,764,50,554"
1549,Movie 1549,1992,Horror,5.5,174,632,"1531,422,464,1269"
1550,Movie 1550,1986,Action,9.8,92,644,"1236,1769"
1551,Movie 1551,2016,Sci-Fi,4.1,198,39,"1446,20,310"
1552,Movie 1552,1979,Crime,7.4,103,772,"994,1087,1004,198,206"
1553,Movie 1553,1988,Comedy,4.1,165,807,"355,1074"
1554,Movie 1554,1952,Comedy,4.1,175,295,"391,1848,826,1471"
1555,Movie 1555,2013,Drama,8.7,185,840,"716,854,1783"
1556,Movie 1556,1962,Crime,7.8,179,812,"1528,1821"
1557,Movie 1557,2023,Thriller,7.3,113,623,"383,1288,535,1436"
1558,Movie 1558,1994,Comedy,8.1,93,824,"1216,351,346"
1559,Movie 1559,1972,Horror,7.7,130,89,"1468,1838,1997,490,131"
1560,Movie 1560,1992,Romance,5.6,191,562,"87,1568,1793,1334"
1561,Movie 1561,2002,Fantasy,5.8,129,579,"1787,968,383,1751"
1562,Movie 1562,1999,Thriller,8.2,114,326,"1905,1925,49,1197"
1563,Movie 1563,1977,Adventure,9.3,167,425,"668,1416,1566"
1564,Movie 1564,1979,Thriller,5.9,138,173,"1984,1238,169"
1565,Movie 1565,1976,Adventure,9.7,145,591,"1327,1601,816,1423"
1566,Movie 1566,1983,Action,8.2,93,838,"287,1877,1286"
1567,Movie 1567,1979,Romance,9.1,122,67,"1208,1851,208,192"
1568,Movie 1568,1955,Romance,6.3,192,159,"1340,930,697,894,710"
1569,Movie 1569,1995,Horror,9.1,172,428,"936,839,445"
1570,Movie 1570,2004,Comedy,5.0,114,614,"997,1682,833,885"
1571,Movie 1571,1955,Horror,8.2,85,795,"1147,289"
1572,Movie 1572,1987,Comedy,8.2,171,717,"1827,1226"
1573,Movie 1573,1962,Thriller,7.1,154,144,"937,1926"
1574,Movie 1574,1982,Adventure,9.3,183,243,"1353,774"
1575,Movie 1575,1950,Fantasy,4.7,118,77,"269,174,1330"
1576,Movie 1576,1978,Action,5.2,194,57,"1799,1627,1866,695,786"
1577,Movie 1577,2005,Romance,4.3,147,2,"318,1388,1212"
1578,Movie 1578,1989,Romance,7.7,80,216,"74,1084,904"
1579,Movie 1579,2010,Adventure,8.2,193,374,"1604,80,106,1848,21"
1580,Movie 1580,2014,Horror,5.9,100,888,"120,1850,1333,980"
1581,Movie 1581,1984,Fantasy,8.9,156,520,"135,695"
1582,Movie 1582,2011,Comedy,9.4,169,802,"1796,113,1858,868,1227"
1583,Movie 1583,1989,Thriller,5.6,183,117,"1768,1873,1671,68,1286"
1584,Movie 1584,2007,Adventure,5.5,153,42,"1646,1070,33"
1585,Movie 1585,1989,Action,6.2,112,401,"291,1884"
1586,Movie 1586,1967,Action,8.4,125,200,"1123,567,800"
1587,Movie 1587,2000,Adventure,7.1,132,272,"536,951"
1588,Movie 1588,1957,Romance,6.8,152,411,"709,1905,1680,120,460"
1589,Movie 1589,1981,Action,4.8,152,698,"770,797,53,1453,1199"
1590,Movie 1590,1978,Horror,7.8,171,902,"1572,1966"
1591,Movie 1591,1998,Crime,6.3,104,8,"368,1808,1440"
1592,Movie 1592,2000,Adventure,9.1,146,144,"1655,1722,1282,270,559"
1593,Movie 1593,1956,Thriller,5.4,141,76,"1083,112,918"
1594,Movie 1594,2012,Action,9.5,90,278,"1183,789,411"
1595,Movie 1595,1964,Drama,5.1,136,132,"648,111,203"
1596,Movie 1596,2003,Sci-Fi,6.7,137,873,"1256,1750,1654"
1597,Movie 1597,1986,Drama,6.8,179,100,"1186,1149"
1598,Movie 1598,2025,Sci-Fi,7.1,153,962,"1916,84,704,1926"
1599,Movie 1599,1979,Fantasy,5.7,189,648,"1151,1538,559"
1600,Movie 1600,1985,Thriller,8.9,128,796,"1749,1965,463,960,653"
1601,Movie 1601,1964,Thriller,7.2,126,939,"2,679,1523,361"
1602,Movie 1602,2006,Thriller,8.5,195,540,"630,1166,550,861,304"
1603,Movie 1603,1976,Fantasy,5.9,106,44,"178,511,621,1638,269"
1604,Movie 1604,2004,Fantasy,9.0,155,248,"342,771"
1605,Movie 1605,2001,Sci-Fi,7.1,178,394,"1773,1278,381,1752"
1606,Movie 1606,1984,Fantasy,8.1,198,138,"838,1522,945,1341"
1607,Movie 1607,2013,Sci-Fi,7.4,113,575,"556,155,246,709"
1608,Movie 1608,1953,Drama,4.5,164,752,"777,921,1542"
1609,Movie 1609,1997,Sci-Fi,7.0,112,494,"831,1589"
1610,Movie 1610,1998,Adventure,7.6,193,371,"1188,1863,442,1666"
1611,Movie 1611,1999,Fantasy,10.0,196,65,"581,644,49,165,239"
1612,Movie 1612,2002,Thriller,7.7,174,66,"1344,728,1659"
1613,Movie 1613,1955,Horror,9.1,140,623,"1388,743,1789,1806"
1614,Movie 1614,1951,Drama,4.2,90,78,"939,270,405"
1615,Movie 1615,1955,Thriller,7.5,159,132,"53,1573,925,380"
1616,Movie 1616,1991,Thriller,5.7,116,498,"173,1942"
1617,Movie 1617,1975,Thriller,5.6,152,193,"837,1038,972"
1618,Movie 1618,1957,Drama,4.8,130,866,"1429,1752,1368,1782,111"
1619,Movie 1619,1972,Thriller,4.2,163,520,"1826,746,1877,686,323"
1620,Movie 1620,1956,Drama,8.2,83,422,"1691,464,1056,68,882"
1621,Movie 1621,1973,Romance,9.6,194,99,"1943,379,1051"
1622,Movie 1622,1993,Crime,9.4,85,890,"110,1469,591,702"
1623,Movie 1623,2015,Action,8.3,99,795,"95,813,1268,1502,1892"
1624,Movie 1624,1952,Sci-Fi,9.2,161,943,"1068,65,1355,529"
1625,Movie 1625,1958,Drama,9.2,149,98,"1675,1166,1854,686"
1626,Movie 1626,2004,Romance,7.4,83,434,"1216,778,1795,393"
1627,Movie 1627,1984,Romance,9.3,188,291,"882,1239,803"
1628,Movie 1628,1971,Romance,8.3,156,43,"251,1124,647,654,412"
1629,Movie 1629,1999,Comedy,9.2,121,952,"1541,281,218,682,662"
1630,Movie 1630,2021,Comedy,6.2,172,351,"633,1824"
1631,Movie 1631,2018,Drama,7.6,125,915,"263,1187,1574,321,868"
1632,Movie 1632,1954,Fantasy,8.1,152,161,"265,139,1568,1965,1646"
1633,Movie 1633,1983,Thriller,5.8,143,685,"262,1637"
1634,Movie 1634,2016,Action,9.6,188,487,"936,1857,225,1652"
1635,Movie 1635,1983,Sci-Fi,7.1,151,967,"396,1585,1172"
1636,Movie 1636,1983,Action,5.0,137,136,"380,447,1151"
1637,Movie 1637,2003,Romance,5.7,85,196,"714,242,590"
1638,Movie 1638,1977,Action,8.4,86,962,"699,104"
1639,Movie 1639,1990,Sci-Fi,7.7,169,781,"1384,1561,445,1587,377"
1640,Movie 1640,1958,Fantasy,8.7,105,801,"1497,336,181,419"
1641,Movie 1641,1988,Crime,7.7,176,273,"52,1653,1813,1004,1288"
1642,Movie 1642,2010,Action,6.3,133,718,"482,1,3"
1643,Movie 1643,2020,Thriller,6.0,146,840,"1619,617,1686"
1644,Movie 1644,1973,Romance,7.3,144,105,"868,1454,1322"
1645,Movie 1645,1989,Sci-Fi,4.8,109,550,"1763,1402,703,630,1835"
1646,Movie 1646,1972,Sci-Fi,6.8,128,272,"4,1348,705"
1647,Movie 1647,1956,Horror,5.7,175,439,"436,1644"
1648,Movie 1648,2009,Comedy,8.7,80,580,"167,248,698,915"
1649,Movie 1649,1978,Action,8.4,153,837,"947,1150,1994,1101,1453"
1650,Movie 1650,1964,Action,6.1,88,129,"588,364,1440"
1651,Movie 1651,2023,Crime,6.7,196,915,"1431,355,670,63,214"
1652,Movie 1652,2005,Sci-Fi,9.9,97,467,"1190,369,219,1093"
1653,Movie 1653,2010,Comedy,9.0,94,827,"1992,283"
1654,Movie 1654,1981,Romance,7.8,108,605,"1366,1332,280"
1655,Movie 1655,2013,Crime,9.1,155,431,"106,919,137,724"
1656,Movie 1656,1965,Sci-Fi,6.8,110,993,"737,82"
1657,Movie 1657,1969,Crime,9.5,131,523,"1097,1595"
1658,Movie 1658,2007,Adventure,9.4,153,683,"768,1171,71,1623,1801"
1659,Movie 1659,1991,Horror,7.8,198,967,"1515,1219,1825,1281,1592"
1660,Movie 1660,2002,Horror,5.2,174,202,"696,37,1343,1786,1229"
1661,Movie 1661,1980,Comedy,9.4,147,597,"1447,1573"
1662,Movie 1662,2008,Action,6.7,93,383,"1928,1962"
1663,Movie 1663,1974,Comedy,4.3,94,388,"490,1550,1056,1001"
1664,Movie 1664,2006,Thriller,8.9,106,32,"653,917,598"
1665,Movie 1665,2019,Fantasy,4.4,190,321,"349,514"
1666,Movie 1666,1963,Sci-Fi,5.1,171,753,"348,261,1869,590,420"
1667,Movie 1667,1993,Crime,9.1,95,996,"1257,678"
1668,Movie 1668,2018,Comedy,4.3,155,12,"1701,1313,876,1234,532"
1669,Movie 1669,1977,Action,7.5,81,713,"609,31,441,768,335"
1670,Movie 1670,1978,Adventure,5.6,105,388,"1083,910,510,1526,1174"
1671,Movie 1671,1968,Romance,9.9,184,92,"1160,662,1776,1377"
1672,Movie 1672,1969,Sci-Fi,4.4,170,812,"1419,1017,574"
1673,Movie 1673,2022,Romance,5.6,95,498,"1457,1473,95,1438"
1674,Movie 1674,2019,Thriller,6.8,161,941,"371,888,1113,318,1064"
1675,Movie 1675,2021,Horror,6.4,86,764,"1943,509,1916,117"
1676,Movie 1676,1999,Comedy,6.6,136,314,"513,1630,1568"
1677,Movie 1677,2021,Thriller,6.7,83,588,"1319,141"
1678,Movie 1678,1989,Comedy,5.1,182,127,"1755,1189"
1679,Movie 1679,1982,Sci-Fi,8.2,135,887,"184,1596,116,1204,1976"
1680,Movie 1680,1975,Crime,5.4,142,567,"638,668,546"
1681,Movie 1681,2004,Comedy,6.5,141,184,"1079,417,227"
1682,Movie 1682,1964,Fantasy,7.3,92,375,"730,1662"
1683,Movie 1683,1989,Thriller,6.9,164,547,"781,1692,1906,1083"
1684,Movie 1684,1954,Crime,7.3,117,388,"1831,82,361,475,483"
1685,Movie 1685,2002,Horror,7.4,116,169,"838,1689,844,1534,681"
1686,Movie 1686,2022,Adventure,5.6,179,589,"1224,603,792,165,1611"
1687,Movie 1687,1971,Sci-Fi,5.4,114,578,"1648,1508"
1688,Movie 1688,2006,Adventure,5.1,157,393,"1147,713,1106,558,134"
1689,Movie 1689,1990,Fantasy,4.6,182,985,"1980,655,902"
1690,Movie 1690,1952,Horror,6.2,192,143,"560,733,1671"
1691,Movie 1691,1982,Fantasy,8.6,102,614,"1454,747,388,1962,1502"
1692,Movie 1692,1995,Drama,7.5,159,995,"1749,532,1679,1973,1888"
1693,Movie 1693,1979,Adventure,9.8,154,296,"591,49,1739"
1694,Movie 1694,1961,Horror,5.4,83,815,"1178,1014,1177,1771,369"
1695,Movie 1695,2017,Horror,9.4,196,643,"849,890,170"
1696,Movie 1696,1975,Horror,10.0,171,397,"463,250,25"
1697,Movie 1697,1990,Adventure,8.6,95,894,"770,97"
1698,Movie 1698,1956,Fantasy,5.4,168,496,"1095,617,906,268,1372"
1699,Movie 1699,1992,Horror,6.4,153,60,"521,1214,1341"
1700,Movie 1700,1966,Comedy,8.8,199,658,"1296,348"
1701,Movie 1701,2021,Fantasy,7.0,141,549,"449,342"
1702,Movie 1702,1997,Adventure,5.5,194,237,"1230,839"
1703,Movie 1703,1985,Sci-Fi,5.3,127,964,"243,1940,1429,696"
1704,Movie 1704,1966,Fantasy,7.4,192,54,"1987,1112,250,214,1694"
